user_id,group,is_purchase
296fddfe,A,Yes
84ad160c,A,No
fc4b8f08,A,No
222fc594,A,Yes
7f776fba,A,No
7f4444d5,A,No
b7efb83d,A,No
8aab2f2a,A,No
364f9d08,A,No
4f36225e,A,No
e78337c6,A,No
92bace84,A,No
95594a07,A,No
64f13184,A,No
f7d68110,A,No
ee5efd0e,A,No
8fe53716,A,No
df3c25cd,A,No
d9aff148,A,No
dba438e3,A,No
c0fd8363,A,No
37d662a4,A,No
ff8e5760,A,No
91a845d3,A,No
e9311b9d,A,No
f3379f5b,A,No
280c5a8a,A,Yes
f43afe98,A,No
82fe134a,A,No
1cfb1ca9,A,Yes
4b5580b6,A,No
5e6956be,A,No
01b7a771,A,Yes
a7a058ca,A,No
75a2d155,A,No
f63a06ca,A,No
5017460b,A,No
a901d2f0,A,No
63174e07,A,No
a682d1a2,A,No
37114b2c,A,No
9cd7a871,A,No
0d97d87e,A,Yes
63d1b6c8,A,No
70c65fcf,A,No
eecfb916,A,No
f03af477,A,No
798ce460,A,No
f0b86f80,A,No
b5cd6863,A,No
cddb04ad,A,No
1173e094,A,Yes
a0d45452,A,No
39a1a2fc,A,No
34a829c7,A,No
7c9ffd8e,A,No
873936db,A,No
5ae11d68,A,No
db27e0ce,A,No
7e7f793b,A,No
53dccd72,A,No
bfb9f165,A,No
936f3ed4,A,No
28fe232a,A,Yes
11c96217,A,Yes
e850e921,A,No
db1e2b77,A,No
169a9ad8,A,Yes
daf91afe,A,No
564cd3bd,A,No
116e3a3c,A,Yes
390cf70e,A,No
0cc5c1a1,A,Yes
18311ae2,A,Yes
9a9ae5cd,A,No
1dbf6233,A,Yes
1e5f6ace,A,Yes
11594ecc,A,Yes
fb02f52e,A,No
4983d25a,A,No
aaf6aabd,A,No
fc3fd637,A,No
077693e1,A,Yes
a7df87c0,A,No
31902841,A,Yes
32bcfd6d,A,No
d2db3c08,A,No
95414194,A,No
2818a9e8,A,Yes
186efc09,A,Yes
5e1e9660,A,No
31daa4d9,A,Yes
641d819c,A,No
3f06caf9,A,No
d6b326dc,A,No
d5a068f0,A,No
e1ec8323,A,No
59525cf6,A,No
780201c9,A,No
e28bfdc7,A,No
fe4e6b12,A,No
d375acb2,A,No
57db3cfc,A,No
0422c712,A,Yes
2d26bf87,A,Yes
00a8a145,A,Yes
6006a247,A,No
735cd4c0,A,No
6921b35e,A,No
121dd7de,A,Yes
c6e9ed66,A,No
656e29bc,A,No
3cd063c7,A,No
0fbc8e80,A,Yes
2bd3c47f,A,Yes
bcd087b6,A,No
971d5747,A,No
2c6811a1,A,Yes
abd87cf5,A,No
6d11b65d,A,No
a91e9eb3,A,No
f05b03e4,A,No
feaea3b6,A,No
92b3e19c,A,No
e1582a4c,A,No
d9bd7a11,A,No
48730e23,A,No
88015843,A,No
20145561,A,Yes
ab9c6b31,A,No
3b5594ea,A,No
8dad7a48,A,No
29949a47,A,Yes
24c4a1cb,A,Yes
671a2c4e,A,No
2cbfb95d,A,Yes
570d1597,A,No
7ea7189f,A,No
977eb812,A,No
d59421ee,A,No
d18b6304,A,No
98eb7e93,A,No
8e0a96bd,A,No
174679bc,A,Yes
93df313f,A,No
cd93e415,A,No
56886b3f,A,No
c6ff2b2b,A,No
9454b5b1,A,No
93d0cee8,A,No
6ec677b2,A,No
a0b0e325,A,No
ca568be3,A,No
16be978d,A,Yes
2b421313,A,Yes
1b603094,A,Yes
ecf01cba,A,No
7502cb1c,A,No
01b08972,A,Yes
032a78c1,A,Yes
6fcc416a,A,No
82d52719,A,No
5a2eeac8,A,No
7d733e51,A,No
ab641f8b,A,No
0a94aaf9,A,Yes
b05cfb05,A,No
06bf22d2,A,Yes
03055268,A,Yes
4ebbd2be,A,No
b6f66c81,A,No
15add4ab,A,Yes
6ceee845,A,No
c6195fb0,A,No
49ed7483,A,No
6db7ff5a,A,No
7e8d681f,A,No
4eaaad81,A,No
577a090e,A,No
c2fefcb5,A,No
ccaaa807,A,No
4a902cef,A,No
03179978,A,Yes
9c55a0f1,A,No
14e784e8,A,Yes
de37bf4e,A,No
d6393958,A,No
d5b54aaa,A,No
aa98b0f2,A,No
15730593,A,Yes
756a17a6,A,No
387a6a23,A,No
1c5f1ff7,A,Yes
80a58eec,A,No
c2253303,A,No
aeab186b,A,No
1a53f7b5,A,Yes
c717ccf5,A,No
e9802483,A,No
8a8e506a,A,No
9d0b3d84,A,No
b43d1e62,A,No
41372d00,A,No
d8f8c47e,A,No
f53a3480,A,No
9a6658b3,A,No
be2c7b00,A,No
c3f3ad56,A,No
7562078e,A,No
0919957b,A,Yes
8927de71,A,No
9f3a63f8,A,No
321e2f08,A,No
adb640da,A,No
e445d931,A,No
2808970b,A,Yes
a8da34c7,A,No
e9e57c7d,A,No
f9c4285e,A,No
38a086f7,A,No
c16f5574,A,No
8292f2af,A,No
c06452d0,A,No
df8815d4,A,No
310ed283,A,Yes
ef3cf697,A,No
8a2efd4a,A,No
01412418,A,Yes
76a51b88,A,No
9a6d1582,A,No
ba78c467,A,No
0fab35f4,A,Yes
ab5d5fa6,A,No
473cd22a,A,No
09bc02d3,A,Yes
7e2686ff,A,No
967c0e32,A,No
f8ee62a5,A,No
626b08fe,A,No
ee38eba4,A,No
8a479eb7,A,No
29160303,A,Yes
b93ea162,A,No
edb9949c,A,No
74016d46,A,No
651ea07c,A,No
668d33c2,A,No
e42bd707,A,No
324edd7d,A,No
a0321386,A,No
f7b13a75,A,No
369c44bd,A,No
6d0557e0,A,No
ce55bef5,A,No
240434a8,A,Yes
86df2f2e,A,No
7e279f3a,A,No
d29ad3b7,A,No
978926bf,A,No
a4cbab04,A,No
35dfc734,A,No
92d34f55,A,No
98dba50e,A,No
6630e8a7,A,No
29934512,A,Yes
abd9814b,A,No
074f14c9,A,Yes
8e690ab7,A,No
3d65fc8e,A,No
5cb01ca0,A,No
7ab80d4b,A,No
6d83acf6,A,No
ef7849e2,A,No
e048c566,A,No
db558244,A,No
7b616f84,A,No
d7c72337,A,No
891f8025,A,No
5c0c3cd3,A,No
37d39990,A,No
36c2783a,A,No
1b59517a,A,Yes
65a80656,A,No
722db1df,A,No
d61ba95c,A,No
1a6743f1,A,Yes
51886be6,A,No
66e51ce0,A,No
48282c10,A,No
320b43f0,A,Yes
d882d305,A,No
d1baa11c,A,No
d5a2791e,A,No
58387d7b,A,No
3b8d018f,A,No
f4a14410,A,No
b336bb71,A,No
db8500aa,A,No
61a78972,A,No
03e2a644,A,Yes
1d8876d6,A,Yes
b3f5aa2b,A,No
8b40b337,A,No
49d0da15,A,No
fae42f6c,A,No
d236861f,A,No
ef7ca353,A,No
53e04f74,A,No
9137c00b,A,No
097b94bf,A,Yes
b6bfa811,A,No
bdee7e4c,A,No
1b5c066d,A,Yes
d3f89e71,A,No
c08beb72,A,No
1d08e489,A,Yes
45b7cefa,A,No
ed73cc5c,A,No
5b013573,A,No
9487a71d,A,No
a1f63a16,A,No
6abf0cbd,A,No
a6a6a032,A,No
0be68e83,A,Yes
a45aaec3,A,No
2ca28759,A,Yes
ee03bf22,A,No
48be6f5c,A,No
588f25b1,A,No
cff28b23,A,No
ffc1c3da,A,No
a5c75d08,A,No
c910b7f5,A,No
2839cc2c,A,Yes
67407258,A,No
dc2e942c,A,No
e59aef08,A,No
2f154473,A,Yes
1816d4ef,A,Yes
ad22df9f,A,No
e7657c2b,A,No
7cab165f,A,No
6dd0d9da,A,No
42634aad,A,No
f96cb3c8,A,No
14e1503b,A,Yes
89432d0b,A,No
1adcae3f,A,Yes
d5da82cd,A,No
ebcf0a59,A,No
64987ee5,A,No
7d446b79,A,No
9193ee5d,A,No
04a4485c,A,Yes
b294c592,A,No
c0a6dea0,A,No
d21313e0,A,No
1a7b89c1,A,Yes
8b6db536,A,No
e20166e1,A,No
36589951,A,No
34b80a11,A,No
4a278216,A,No
55401536,A,No
9b6130d0,A,No
800b26f3,A,No
e7991b77,A,No
b35929f9,A,No
aa364f8f,A,No
98348f5e,A,No
58c7bc3b,A,No
c2bdc0ab,A,No
0f91c035,A,Yes
ed01c5ef,A,No
0763ec00,A,Yes
68edf44a,A,No
1b917849,A,Yes
2e0afa10,A,Yes
5be271db,A,No
c631538f,A,No
ce5301b1,A,No
cac497ba,A,No
ae26d5b4,A,No
e59f2738,A,No
007e648f,A,Yes
9fd5f4e4,A,No
caff9289,A,No
decb4986,A,No
3027dd52,A,Yes
f6ff2b81,A,No
7f949b35,A,No
4e3a53ae,A,No
678e90fb,A,No
7a85bb22,A,No
59ef5ee8,A,No
c4a12821,A,No
f1c246f7,A,No
6a9efbc8,A,No
9e3bee1a,A,No
75d2436e,A,No
3240eb27,A,No
c4883d4f,A,No
bdbe64f0,A,No
6397847b,A,No
6a87cba6,A,No
36caf793,A,No
ffa0101e,A,No
b9c6191e,A,No
b29499fe,A,No
684ef722,A,No
691175f8,A,No
e92b933f,A,No
c14a6664,A,No
6c15070e,A,No
3ee7af57,A,No
ba6aeb35,A,No
30028634,A,Yes
1c41ba3d,A,Yes
eee622a8,A,No
cfd02774,A,No
14c10033,A,Yes
a8704249,A,No
e979ed62,A,No
ae19399a,A,No
12edb7a8,A,Yes
47c40279,A,No
3d8cb3e6,A,No
9acbc6ad,A,No
ca4dd1db,A,No
d9c526fa,A,No
8dce4642,A,No
8f71d894,A,No
f6c4e885,A,No
e1ec6ba4,A,No
f2b069b0,A,No
f16a6f2b,A,No
26a4031a,A,Yes
cee94783,A,No
269ecd82,A,Yes
1bde8bb2,A,Yes
8fdf2ad2,A,No
55848b53,A,No
997f7a98,A,No
975498d7,A,No
762a3198,A,No
39c60e77,A,No
d3d7c3df,A,No
8498762d,A,No
5e27555f,A,No
5a3765d9,A,No
20d61e11,A,Yes
420bf559,A,No
7c30c774,A,No
947c6189,A,No
f511b960,A,No
491eeab5,A,No
66ac97b3,A,No
54fe199a,A,No
f765084e,A,No
d4ec4b35,A,No
978cd6e8,A,No
893f3874,A,No
3ca7cab1,A,No
78070755,A,No
93c797cf,A,No
2aab2db0,A,Yes
eb59c744,A,No
29ff609d,A,Yes
948b613a,A,No
1b149beb,A,Yes
e905be20,A,No
4f26aa30,A,No
5e610ca6,A,No
bf0c5eda,A,No
97bb0656,A,No
e008b02c,A,No
1abcef55,A,Yes
2b3956ec,A,Yes
2233032a,A,Yes
29af8651,A,Yes
66d9dcd6,A,No
ac2a505e,A,No
2a30b256,A,Yes
de73e427,A,No
ae00f658,A,No
5e9aa42f,A,No
299621dc,A,Yes
82b333f2,A,No
c6d520af,A,No
a1e6c74f,A,No
fa52d814,A,No
84fa43dd,A,No
f412f6e4,A,No
f78d59b8,A,No
326619ff,A,No
bb7ddd0c,A,No
b0cfe716,A,No
3d473364,A,No
ea9ec4cc,A,No
cdd298a7,A,No
3b34f41a,A,No
716a2c99,A,No
72a99835,A,No
97dfdf2a,A,No
4116dcaf,A,No
0a723666,A,Yes
a4c110de,A,No
31e79d67,A,Yes
4f5edf59,A,No
b5795929,A,No
2776b51f,A,Yes
d69b2b8d,A,No
fb3b0e63,A,No
e36d91c7,A,No
1f6f647c,A,Yes
58fd85a9,A,No
95073e01,A,No
32a5e896,A,No
e9948f57,A,No
325ad7b7,A,No
9c205aee,A,No
1499a998,A,Yes
5bd01801,A,No
e618cab9,A,No
eaa55a1f,A,No
0b9e506d,A,Yes
02795c45,A,Yes
7b3e7c8c,A,No
06349aa7,A,Yes
8605da64,A,No
43240bd9,A,No
9d4cffa8,A,No
bbb9bb0f,A,No
7af2b1d4,A,No
3bb2cf1e,A,No
f206b46b,A,No
d2903e94,A,No
c13d61a9,A,No
ca412ef0,A,No
1a9e3d6e,A,Yes
2037ed22,A,Yes
f717b18f,A,No
bb23cc39,A,No
14b8e051,A,Yes
6006bd87,A,No
21d86c34,A,Yes
270bc103,A,Yes
6d1b2af6,A,No
1df69f97,A,Yes
d2247d54,A,No
86e87922,A,No
bf7dd5e0,A,No
8fbd65cd,A,No
3c3f17e9,A,No
fbf0333a,A,No
e7896002,A,No
a94f265c,A,No
e2795d60,A,No
8d766cd6,A,No
b2b3d85d,A,No
14371e73,A,Yes
2e60c892,A,Yes
11175426,A,Yes
42146b20,A,No
c8d5b779,A,No
17ace484,A,Yes
a72b2c57,A,No
9a985b32,A,No
83b73d5a,A,No
baf05923,A,No
603c605f,A,No
024c09c0,A,Yes
54af5aa2,A,No
c4d1c026,A,No
cccef3df,A,No
d9cb4e14,A,No
118041ec,A,Yes
cb471129,A,No
952a73ef,A,No
c0086a2e,A,No
bc560fb1,A,No
c19bdb9f,A,No
a33ff262,A,No
6f738223,A,No
efa1079d,A,No
95b421fa,A,No
46c07839,A,No
db408764,A,No
7c643087,A,No
1ab1ccc0,A,Yes
9df184e4,A,No
7b1121ce,A,No
1417897d,A,Yes
19a08b93,A,Yes
1374d9b0,A,Yes
b47b70d9,A,No
5321da1d,A,No
4e4c692f,A,No
ffa3f2b2,A,No
eac787d9,A,No
e5335fff,A,No
4a234b7f,A,No
2f21ac0b,A,Yes
0ba22891,A,Yes
f3dc7922,A,No
3d861db7,A,No
5c944174,A,No
e6ceb93e,A,No
400de3ee,A,No
303874da,A,Yes
79e5cce8,A,No
648ea6f2,A,No
48c388df,A,No
399e6939,A,No
4b54941d,A,No
66ee7c2f,A,No
84f5a2d8,A,No
ec8c4ac6,A,No
fb6e397b,A,No
77c75244,A,No
5050f245,A,No
a81317d7,A,No
615db5c5,A,No
57816995,A,No
cd79e4df,A,No
010d78d4,A,Yes
da595a7d,A,No
0d2568d2,A,Yes
8e26f089,A,No
f46e20fe,A,No
954733e6,A,No
7f0f5251,A,No
ca4691a4,A,No
40015f2e,A,No
8b7e64c8,A,No
4dce554f,A,No
f20390f9,A,No
e42e9dba,A,No
bea3e19c,A,No
ed8bfc11,A,No
f3158b4b,A,No
d3990109,A,No
0fcfb107,A,Yes
5a721822,A,No
9b19c36b,A,No
44796076,A,No
399c46b3,A,No
3c3915e6,A,No
1e2a7043,A,Yes
fd38a50e,A,No
ac6a8788,A,No
9aff07fe,A,No
af8d5134,A,No
d74561fd,A,No
2528c7ee,A,Yes
5a68868a,A,No
d1491f11,A,No
40e4e176,A,No
1923671c,A,Yes
73eafe59,A,No
d975360f,A,No
f6679652,A,No
deeceb6c,A,No
381b86bc,A,No
96093103,A,No
00eaefe9,A,Yes
71c3b9ef,A,No
6a5196d4,A,No
5c03d81e,A,No
1f9e8c07,A,Yes
345620a8,A,No
45d7538e,A,No
8a6ab106,A,No
a16e9c85,A,No
df321a74,A,No
ac86b5cd,A,No
7485ca60,A,No
4191dbdf,A,No
394f53f4,A,No
9d770931,A,No
0570e495,A,Yes
6809666a,A,No
f1442576,A,No
d03b622d,A,No
1c17695f,A,Yes
5935b1d1,A,No
c2aa27a2,A,No
cef6d990,A,No
5eccd846,A,No
1836647b,A,Yes
4df7ef0f,A,No
4c49c056,A,No
0da10565,A,Yes
32f1d64c,A,No
d3af9b54,A,No
4c4376a1,A,No
c94492b7,A,No
bd96fa7a,A,No
775e43fb,A,No
9507c4a5,A,No
f3b1aa05,A,No
6d3c4af4,A,No
d887cbcf,A,No
9a3e192e,A,No
700831d8,A,No
7deb3eab,A,No
3e1d364a,A,No
66425b16,A,No
eebf4c74,A,No
7a8000b5,A,No
b29f1c4b,A,No
23afe28f,A,Yes
f3ee26b7,A,No
906746dd,A,No
fbd7f00f,A,No
7fb01954,A,No
8e4f3bdd,A,No
f58a6101,A,No
d62744f8,A,No
14e9c50d,A,Yes
673604a5,A,No
4c463305,A,No
7f656598,A,No
b0da0a14,A,No
a5fb6dda,A,No
3e1dd6e9,A,No
c760ddd9,A,No
003fde4f,A,Yes
1f16a092,A,Yes
f945291b,A,No
beb168e5,A,No
1135b403,A,Yes
3a85d476,A,No
816a8abd,A,No
9fa8cca6,A,No
8bbe9cc6,A,No
2dd810a2,A,Yes
e113f5c1,A,No
69617e22,A,No
f5e23aa7,A,No
69f4505d,A,No
a7d0c4c3,A,No
aaeacdbb,A,No
7d789aa3,A,No
e910d7ce,A,No
bdd3e5a3,A,No
90588e6f,A,No
d48bf0c3,A,No
844149fb,A,No
33a85937,A,No
cbb3e116,A,No
bd949232,A,No
8db43775,A,No
12d93138,A,Yes
45e09861,A,No
0d13ccf9,A,Yes
fc2edbaf,A,No
f4c23f79,A,No
b0cfdbba,A,No
54599df6,A,No
ab987972,A,No
f12e7d7e,A,No
6f414181,A,No
63a377aa,A,No
01d5d663,A,Yes
0798e34b,A,Yes
691b6f57,A,No
70477161,A,No
e0e03f0d,A,No
61ca0337,A,No
1a5cdd01,A,Yes
4fa430dc,A,No
78a85222,A,No
e2d95aa3,A,No
afbd9179,A,No
94077b8d,A,No
d58a4bc8,A,No
3f1a6a41,A,No
a76e83a3,A,No
44644fe3,A,No
22d6f317,A,Yes
fc0be9ec,A,No
29f6a1de,A,Yes
fbbca187,A,No
f0f8d33f,A,No
55e94f7f,A,No
33d4ad84,A,No
2aaeed3b,A,Yes
615ba1b7,A,No
90cf75d2,A,No
973675ea,A,No
4a8cd23e,A,No
d58edbb9,A,No
84ba6d01,A,No
e7f818fd,A,No
072bfea6,A,Yes
46508f0d,A,No
04eecb3c,A,Yes
5b88c352,A,No
7dac1e70,A,No
e202c821,A,No
9e240cee,A,No
2d419a97,A,Yes
e5e435e7,A,No
aa63c6e1,A,No
429a7139,A,No
22e856bb,A,Yes
668fd4ad,A,No
805de76f,A,No
d931fed6,A,No
eb3fec9f,A,No
9d2d7992,A,No
02fed3f9,A,Yes
7a5b08a6,A,No
4070f569,A,No
7f67f2ac,A,No
b9701467,A,No
b04b381e,A,No
5501db17,A,No
f2144f4d,A,No
0bcde62a,A,Yes
d233da96,A,No
65923c8a,A,No
b5bd7d5b,A,No
b2407501,A,No
02116c6c,A,Yes
767eb274,A,No
a8a63cd6,A,No
d578a2b8,A,No
6cbbd45b,A,No
6aa942aa,A,No
c2e78b70,A,No
65e0808b,A,No
1a34255f,A,Yes
5f972887,A,No
189e6b7e,A,Yes
c5c56f9d,A,No
7a7cb553,A,No
bf82846f,A,No
8e423dfd,A,No
bf4e56d4,A,No
157f4a41,A,Yes
82227568,A,No
6a86cb32,A,No
36751257,A,No
f9823bb3,A,No
6ab35568,A,No
335273b9,A,No
650ba63a,A,No
7d1d1276,A,No
3d17ed69,A,No
ac5d4dcc,A,No
15d07dfd,A,Yes
a8c1ab54,A,No
49227a59,A,No
74ffdc19,A,No
15a89d03,A,Yes
fc944f4c,A,No
b9e52032,A,No
4284a0ee,A,No
30c7e190,A,Yes
898b47b6,A,No
59244c8a,A,No
21032c6f,A,Yes
1063aa97,A,Yes
4ec04900,A,No
c1078d53,A,No
3bd391aa,A,No
6ce1f57c,A,No
b863b049,A,No
f1e2d0d2,A,No
f82a7d95,A,No
c43e1e58,A,No
4fffe930,A,No
aefb6fd5,A,No
bab0a979,A,No
a66c2d74,A,No
8b9ac9e3,A,No
646f54da,A,No
7d0e066c,A,No
68b1fd8d,A,No
3dbe072a,A,No
af66f091,A,No
5cf379a6,A,No
4f82d120,A,No
c27e7efa,A,No
6911fc1b,A,No
7790844a,A,No
6a608363,A,No
c6cf6b5f,A,No
400c4238,A,No
2751cf04,A,Yes
3267cb56,A,No
c0627719,A,No
757db453,A,No
ef98f962,A,No
bcce6237,A,No
0e3a9bd8,A,Yes
d290cffc,A,No
8985818a,A,No
6b95a160,A,No
11ae04eb,A,Yes
c36a0268,A,No
47964086,A,No
b2a58acd,A,No
e4cc93a5,A,No
78be74d2,A,No
d3e98af9,A,No
69df9bfd,A,No
51a891e5,A,No
47671f96,A,No
b6e8467c,A,No
a4b23bb6,A,No
eb56220c,A,No
ccd55805,A,No
ed23c242,A,No
4f4b8ade,A,No
0907086d,A,Yes
67b84a0e,A,No
8fad0e50,A,No
befddb8b,A,No
81a94364,A,No
6afcc333,A,No
0222bb01,A,Yes
47a0e124,A,No
666b3ca7,A,No
74bdc974,A,No
257ddf10,A,Yes
6ec647bc,A,No
f5790123,A,No
f9e4e466,A,No
dd851bd3,A,No
3171ee77,A,Yes
0a7585ad,A,Yes
4a96a3f8,A,No
90acc8aa,A,No
0d1ec09b,A,Yes
3d41dd7a,A,No
8f8c41e8,A,No
366d9ea7,A,No
eae72be4,A,No
df78081e,A,No
582405f1,A,No
82698203,A,No
bee50fa7,A,No
978b69f3,A,No
82966ffb,A,No
2286d973,A,Yes
9273c777,A,No
32f2e666,A,No
cf574f90,A,No
0013c1db,A,Yes
1130244d,A,Yes
e1336f4b,A,No
09c4b874,A,Yes
b67de8df,A,No
dee43871,A,No
77bf1bce,A,No
ebb245e3,A,No
dc4ab88d,A,No
48e84821,A,No
9f2e512b,A,No
58f4982f,A,No
29b7ebb7,A,Yes
3a7c8b83,A,No
3236c37b,A,No
c9eea326,A,No
002973fe,A,Yes
3af5691e,A,No
2cbe7876,A,Yes
f850ea20,A,No
f6435062,A,No
a4cf180b,A,No
3619ef03,A,No
15dc585a,A,Yes
a7a3f95c,A,No
ec31989f,A,No
89439558,A,No
b08dfa4e,A,No
c65cdac3,A,No
4e6344db,A,No
5a4f82e8,A,No
dae9b942,A,No
1c9fab39,A,Yes
39539996,A,No
0240d784,A,Yes
a15cfb80,A,No
11ba7a9b,A,Yes
270b528a,A,Yes
a8bfc97e,A,No
9d809402,A,No
65bd69fb,A,No
355848fa,A,No
8921db4f,A,No
df36e95f,A,No
367c3084,A,No
bdd3fb9d,A,No
f3a4d427,A,No
6dbfdb5d,A,No
43c819db,A,No
0311b04a,A,Yes
a5f45ff9,A,No
fcfab4d3,A,No
23b74bb4,A,Yes
bf3138f4,A,No
1e2a9f2a,A,Yes
48ac32a3,A,No
2e0a103a,A,Yes
be44d2ce,A,No
22daba6e,A,Yes
4e0b5fce,A,No
22a54a3a,A,Yes
2cd7f18b,A,Yes
81cbed90,A,No
11595de7,A,Yes
07cf90bc,A,Yes
8148c5a6,A,No
22ff0bf2,A,Yes
ff9bc8d3,A,No
66608420,A,No
abade5bb,A,No
62573c7b,A,No
3334d4c6,A,No
f3d40e11,A,No
70e1a157,A,No
d7a56e43,A,No
3496616f,A,No
53df9713,A,No
b15a6fdf,A,No
9edc6295,A,No
0a995176,A,Yes
91a09460,A,No
125d45d7,A,Yes
c9bd3e03,A,No
f1cb7e48,A,No
892b757b,A,No
9e6e7386,A,No
4451bbfb,A,No
c4f1208e,A,No
44dc9648,A,No
2cea2e2b,A,Yes
924d5437,A,No
61f95860,A,No
74bfbd54,A,No
0f793c50,A,Yes
73712526,A,No
b88be6e7,A,No
80a992b4,A,No
9a716d1f,A,No
09b9e947,A,Yes
7fc0729e,A,No
2b59efb7,A,Yes
09af0d87,A,Yes
c0b877f4,A,No
163bd7ce,A,Yes
